DATE	YEAR	STATE	CITY	PUBLIC	PRIVATE	FAMILY	FELONY	NON_STRANGER	NUMBER_LOCATIONS	LOCATION_PRIMARY	LOCATION_SECONDARY	UNSOLVED	SHOOTER_COUNT	SHOOTER_SUSPECTED	SHOOTER_MALE	SHOOTER_WHITE	SHOOTER_BLACK	SHOOTER_HISPANIC	SHOOTER_ASIAN	SHOOTER_OTHERNONWHITE	SHOOTER_IMMIGRANT	SHOOTER_AGE_UNDER18	SHOOTER_AGE_18TO24	SHOOTER_AGE_25TO29	SHOOTER_AGE_30TO39	SHOOTER_AGE_40TO49	SHOOTER_AGE_50TO59	SHOOTER_AGE_60PLUS	SHOOTER_FEMALE	SHOOTER_SUICIDE_ONSCENE	SHOOTER_SUICIDE_OFFSCENE	SHOOTER_KILLED_ONSCENE	SHOOTER_KILLED_OFFSCENE	SHOOTER_DETAINED_ONSCENE	SHOOTER_DETAINED_OFFSCENE	VICTIM_COUNT_SHOTINJURED	VICTIM_COUNT_SHOTFATAL	VICTIMS_MALE	VICTIMS_FEMALE	VICTIMS_AGE_UNDER18	VICTIMS_AGE_UNDER12	VICTIMS_AGE_12TO17	VICTIMS_AGE_18TO24	VICTIMS_AGE_25TO29	VICTIMS_AGE_30TO39	VICTIMS_AGE_40TO49	VICTIMS_AGE_50TO59	VICTIMS_AGE_60PLUS	VICTIMS_PREGNANT	VICTIMS_REL_ROMANTIC	VICTIMS_REL_COWORKERS	VICTIMS_REL_CHILDREN	VICTIMS_REL_OTHERFAMILY	VICTIMS_REL_OTHERNONSTRANGER	VICTIMS_REL_STRANGERS	GUNS_MULTIPLE	GUNS_HANDGUN	GUNS_SHOTGUN	GUNS_RIFLE	GUNS_ASSAULTWEAPON	DEFENSIVE_GUNS	OTHER_WEAPONS_USED	SHOOTING_DAYLIGHT	SHOOTER_PRIORARREST	SHOOTER_GANG	SHOOTER_VIOLENCE	SHOOTER_MENTALHEALTH	SHOOTER_MILITARY	SHOOTER_LAWENFORCE	SHOOTER_LOSTJOB	SHOOTER_FINANCIALSTRAIN	SHOOTER_SEPARATION	SHOOTER_CONFLICT	SHOOTER_OTHERSTRESS	SHOOTER_VICTIMABUSE	SHOOTER_VOICEMOTIVES	HATE_CRIME	SHOOTING_SPREE	SHOOTING_RURAL	SHOOTING_SUBURBAN	SHOOTING_URBAN	OFFICIAL_RECORDS	NEWS_ARTICLES_ORD	NEWS_MULTISTATE	NEWS_NYT	NEWS_LATIMES	NEWS_WAPOST	NEWS_CHICAGOTRIB
DEC-1986	1986	New York	East Catham	0	1	1	0	0	1	20	99	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	3	1	1	1	0	1	0	2	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	3	1	0	0	0	0
DEC-1986	1986	California	San Diego	0	1	0	1	0	1	20	99	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	4	3	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	2	1	0	1	0	1
FEB-1987	1987	Pennsylvania	Mars	0	1	1	0	1	1	20	99	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	1	3	0	0	0	1	1	0	2	0	0	0	0	0	0	3	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	3	1	0	0	0	0
FEB-1987	1987	Michigan	Flint	0	1	0	1	1	1	20	99	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	4	2	1	0	1	4	0	0	1	0	0	0	0	0	0	0	2	3	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	4	1	0	0	0	1
FEB-1987	1987	Pennsylvania	Berks	0	1	1	0	1	2	20	20	0	2	0	2	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	4	2	2	0	0	0	0	2	2	0	0	0	0	2	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	5	1	0	0	0	1
APR-1987	1987	Florida	Cape Canaveral	1	0	0	0	0	2	18	12	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	14	6	5	1	0	0	0	1	3	0	0	1	1	0	0	0	0	0	0	6	1	1	1	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	5	1	0	1	0	1
JUL-1987	1987	Wisconsin	Athens	0	1	0	0	1	1	20	99	1	99	0	99	99	99	99	99	99	99	99	99	99	99	99	99	99	0	0	99	0	99	0	0	0	6	2	4	0	0	0	0	0	1	0	0	5	0	99	99	99	99	99	99	0	0	0	1	99	99	0	0	99	99	99	99	99	99	99	99	99	99	99	99	99	0	1	1	0	0	1	5	1	0	0	0	1
JUL-1987	1987	Washington	Tacoma	0	1	1	0	0	2	20	20	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	7	3	4	2	2	0	0	0	1	0	0	4	0	1	0	2	4	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	5	1	1	1	0	0
AUG-1987	1987	Massachusetts	Boston	0	1	1	0	1	1	20	99	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	5	1	4	0	0	0	2	1	0	1	1	0	0	0	0	0	4	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	5	1	1	1	0	0
SEP-1987	1987	Missouri	St. Louis	1	0	0	1	0	1	12	99	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	5	4	1	1	0	1	0	2	1	1	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	1	0	0	0	0
SEP-1987	1987	Maryland	Baltimore	0	1	0	1	0	1	20	99	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	2	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0
SEP-1987	1987	Virginia	Amhurst	0	1	1	0	0	1	20	99	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4	3	1	2	1	1	0	0	1	1	0	0	0	0	0	0	4	0	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	4	1	0	0	1	0
SEP-1987	1987	Missouri	Elkland	0	1	1	0	0	1	20	99	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	7	5	2	4	3	1	0	0	3	0	0	0	0	1	0	0	6	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	4	1	1	1	1	1
OCT-1987	1987	Washington	Pasco	0	1	0	1	0	1	20	99	0	2	0	2	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	5	1	0	0	0	0
DEC-1987	1987	Oklahoma	Oklahoma City	0	1	1	0	0	2	20	20	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	5	3	2	2	2	0	2	1	0	0	0	0	0	1	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	5	1	1	0	1	1
DEC-1987	1987	Arkansas	Pope County	0	1	1	0	0	4	20	25	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	4	8	4	4	0	0	0	4	1	2	1	0	0	0	1	0	3	2	0	2	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	5	1	1	1	1	1
DEC-1987	1987	Iowa	Algona	0	1	1	0	0	1	20	99	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	6	3	3	3	2	1	0	0	0	1	0	2	0	0	0	3	3	0	0	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	5	1	1	1	1	1
JAN-1988	1988	Idaho	Laclede	0	1	1	0	0	1	20	99	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	4	3	1	3	3	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	2	1	0	0	0	0
JAN-1988	1988	Maryland	Landover	0	1	0	1	0	1	20	99	0	5	0	5	0	5	0	0	0	1	0	3	2	0	0	0	0	0	0	0	0	0	0	1	1	5	4	1	0	0	0	2	0	3	0	0	0	1	0	0	0	0	5	0	1	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	5	1	1	0	1	1
FEB-1988	1988	California	Sunnyvale	1	0	0	0	1	1	5	99	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	4	7	5	2	0	0	0	1	2	1	3	0	0	0	0	7	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	4	1	1	1	1	1
MAR-1988	1988	Maine	Bangor	0	1	1	0	0	1	20	99	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	4	3	1	0	0	0	1	2	1	0	0	0	1	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	4	1	0	0	0	0
APR-1988	1988	California	Glen Avon	0	1	0	0	1	1	20	99	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	4	2	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	1	0	1	1	0
APR-1988	1988	New Mexico	Los Chavez	0	1	1	0	0	1	20	99	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	4	2	2	2	1	1	1	0	1	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	4	1	0	0	0	0
MAY-1988	1988	Pennsylvania	Philadelphia	0	1	0	1	0	1	20	99	0	2	0	2	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	4	3	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	3	1	0	0	0	1
JUN-1988	1988	Michigan	Marquette	0	1	1	0	0	1	20	99	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	4	1	3	2	2	0	0	2	0	0	0	0	0	0	0	0	4	0	0	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	5	1	0	0	0	1
JUL-1988	1988	North Carolina	Forsythe	1	0	0	0	0	1	13	99	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	6	4	2	2	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	1	0	0	99	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	5	1	1	1	0	0
AUG-1988	1988	California	Los Angeles	0	1	0	1	0	1	20	99	0	4	0	4	0	4	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	4	2	2	1	1	0	1	0	1	1	0	0	0	0	0	0	0	4	0	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	4	1	0	1	0	0
SEP-1988	1988	New York	Brooklyn	0	1	0	1	0	1	20	99	1	99	0	99	99	99	99	99	99	99	99	99	99	99	99	99	99	0	0	99	0	99	0	0	0	4	2	2	0	0	0	1	2	1	0	0	0	0	99	99	99	99	99	99	99	99	99	99	99	1	0	0	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	0	0	1	1	1	1	1	0	0	0
SEP-1988	1988	Florida	Pensacola	0	1	0	1	0	1	20	99	0	3	0	3	0	3	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	1	4	3	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	4	0	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	2	1	0	0	0	0
SEP-1988	1988	Florida	Pensacola	0	1	0	1	0	1	20	99	0	4	0	4	0	4	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	1	4	3	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	5	1	0	0	0	0
SEP-1988	1988	Illinois	Chicago	1	0	0	0	0	2	24	53	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	4	3	1	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	4	0	1	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	5	1	1	1	1	1
JAN-1989	1989	California	Stockton	1	0	0	0	0	1	53	99	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	30	5	1	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	0	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	5	1	1	1	1	1
JAN-1989	1989	New York	New York	1	0	0	1	0	1	7	99	1	99	0	99	99	99	99	99	99	99	99	99	99	99	99	99	99	0	0	99	0	99	0	0	0	4	3	1	0	0	0	1	1	2	0	0	0	0	99	99	99	99	99	99	99	99	99	99	99	0	1	0	99	99	99	99	99	99	99	99	99	99	99	99	99	0	0	0	0	1	1	1	1	1	0	0	0
FEB-1989	1989	Virginia	Shenandoah County	1	1	0	0	1	3	20	13	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	4	3	1	0	0	0	1	1	0	1	0	1	0	1	0	0	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	2	0	0	0	1	0
MAR-1989	1989	Virginia	Norfolk	0	1	0	1	0	1	20	99	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	4	4	0	2	0	2	1	0	1	0	0	0	0	0	0	0	0	1	3	0	99	99	99	99	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0
APR-1989	1989	Florida	Tampa	0	1	0	1	1	1	20	99	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	4	2	2	2	2	0	2	0	0	0	0	0	1	0	1	0	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	1	0	0	0	1
APR-1989	1989	Ohio	Lake County	0	1	0	0	1	1	20	99	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5	1	4	3	1	2	0	0	0	2	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	5	1	0	0	0	0
APR-1989	1989	Indiana	Michiana	0	1	1	0	0	1	20	99	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	4	2	2	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	4	0	0	1	0	1
MAY-1989	1989	Ohio	Columbus	0	1	1	0	0	1	20	99	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	4	1	3	4	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	1
JUN-1989	1989	New York	Stamford	0	1	1	0	0	1	20	99	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	4	3	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0
JUL-1989	1989	Kansas	Sterling	0	1	1	0	0	1	20	99	0	2	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	1	3	2	2	0	0	0	1	0	1	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	2	1	0	0	0	0
AUG-1989	1989	California	Los Angeles	0	1	1	0	1	1	20	99	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	4	0	4	0	0	0	0	1	0	1	0	2	0	1	0	0	2	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1	1	0	1	0	0	0	1	0	1	4	1	0	1	1	0
SEP-1989	1989	Kentucky	Louisville	1	0	0	0	1	1	5	99	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	12	8	7	1	0	0	0	0	0	0	5	3	0	0	0	7	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	5	1	1	0	0	1
NOV-1989	1989	Maryland	Forstville	0	1	0	1	0	1	20	99	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4	4	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0
NOV-1989	1989	Texas	Dallas	1	1	0	1	1	2	13	20	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5	3	2	1	1	0	1	0	2	1	0	0	0	0	0	0	0	4	1	0	0	1	0	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	5	1	1	1	1	0
DEC-1989	1989	Washington	Spanaway	0	1	1	0	0	1	20	99	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	4	1	3	2	1	1	0	0	1	1	0	0	0	1	0	2	0	1	0	1	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	5	1	1	1	0	1
DEC-1989	1989	New York	Dryden	0	1	0	1	0	1	20	99	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	4	2	2	2	1	1	0	0	1	1	0	0	0	0	0	0	0	0	4	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	1	1	0	0	0
FEB-1990	1990	Mississippi	Clarksdale	0	1	0	1	0	1	20	99	0	2	0	2	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	4	2	2	2	1	1	0	0	0	1	1	0	0	0	0	0	0	0	4	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	5	1	0	0	0	0
FEB-1990	1990	New Mexico	Las Cruces	1	0	0	1	0	1	25	99	1	2	1	2	0	0	2	0	0	99	99	99	99	99	99	99	99	0	0	99	0	99	0	0	3	4	2	2	3	2	1	0	1	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	1	1	99	99	99	99	99	99	99	99	99	99	99	99	99	0	0	0	0	1	1	5	1	1	1	0	0
FEB-1990	1990	South Carolina	Due West	0	1	1	0	0	1	20	99	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	4	1	3	0	0	0	0	0	0	0	2	2	0	0	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
MAR-1990	1990	Ohio	Mayfield Heights	0	1	1	0	0	1	20	99	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	4	3	1	3	1	2	0	0	0	1	0	0	1	1	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	2	1	0	0	0	0
MAR-1990	1990	Connecticut	Bridgeport	0	1	1	0	0	1	20	99	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	4	2	2	1	1	0	2	1	0	0	0	0	0	1	0	0	1	2	0	0	1	0	0	0	0	1	99	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	2	1	1	0	0	0
APR-1990	1990	Michigan	Detroit	0	1	0	1	0	1	20	99	0	3	0	2	0	3	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	0	6	3	3	2	0	2	3	0	1	0	0	0	0	1	0	0	0	5	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0
APR-1990	1990	New York	Manhattan	0	1	0	1	0	1	20	99	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4	4	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	99	99	99	99	0	99	99	99	99	99	99	99	99	0	0	0	0	1	1	1	1	1	0	1	0
MAY-1990	1990	Texas	Fort Worth	1	0	0	1	0	1	47	99	1	4	0	4	99	99	99	99	99	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	3	4	4	0	0	0	0	0	0	1	1	2	0	0	99	99	99	99	99	99	1	99	99	99	1	1	0	1	99	99	99	99	99	99	99	99	99	99	99	99	99	0	0	0	0	1	0	5	0	0	0	0	0
JUN-1990	1990	California	Los Angeles	0	1	0	1	0	1	20	99	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4	4	0	0	0	0	0	2	1	0	1	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	1	1	0	1	0	0
JUN-1990	1990	Florida	Jacksonville	1	0	0	0	0	1	5	99	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	4	9	1	8	0	0	0	0	0	4	4	1	0	0	0	0	0	0	0	9	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	1	1	1	1	1
SEP-1990	1990	Louisiana	Montgomery	0	1	1	0	0	1	20	99	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	4	3	1	0	0	0	0	0	1	1	0	2	0	0	0	0	4	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	4	1	0	0	0	0
SEP-1990	1990	New York	Brooklyn	1	0	0	1	0	1	7	99	1	2	1	2	0	0	2	0	0	99	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	1	0	1	0	1	2	0	0	0	0	0	0	0	99	99	99	1	1	0	0	0	0	0	1	99	99	99	99	99	99	99	99	99	99	99	99	99	0	0	0	0	1	1	1	0	1	0	0	0
OCT-1990	1990	Oklahoma	Tulsa	1	0	0	1	0	1	3	99	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	4	3	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	4	1	0	1	0	0
NOV-1990	1990	Wyoming	Hot Springs	1	0	1	0	0	1	20	99	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	3	1	3	2	1	0	0	1	0	0	0	0	0	0	0	4	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	1	0	0
JAN-1991	1991	Pennsylvania	Fogelsville	0	1	1	0	0	1	20	99	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	4	2	2	1	0	1	2	0	0	1	0	0	0	1	0	2	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	3	1	0	0	0	0
JAN-1991	1991	Massachusetts	Boston	1	0	0	1	0	1	47	99	0	3	0	3	0	0	0	3	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	1	1	5	5	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	5	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	1	0	0
JAN-1991	1991	New Mexico	Chimayo	0	1	1	1	0	1	20	99	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	7	4	3	1	1	0	2	1	3	0	0	0	0	1	0	1	3	0	3	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	5	1	1	1	1	1
MAR-1991	1991	California	Colton	0	1	0	0	0	1	20	99	1	99	0	99	99	99	99	99	99	99	99	99	99	99	99	99	99	0	0	99	0	99	0	0	0	4	2	2	1	0	1	1	0	2	0	0	0	0	99	99	99	99	99	99	0	1	0	0	0	0	0	0	99	99	99	99	99	99	99	99	99	99	99	99	99	0	0	0	1	0	1	1	1	0	1	0	0
APR-1991	1991	Nevada	Reno	1	0	1	0	0	1	13	99	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	4	1	3	3	3	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	4	1	0	1	0	1
